Date,Open,High,Low,Close,Adj Close,Volume
2019-07-04,9435.040039,9466.019531,9323.070313,9368.299805,9368.299805,90900
2019-07-05,9379.940430,9464.389648,9345.790039,9443.219727,9443.219727,74500
2019-07-08,9419.690430,9420.240234,9124.160156,9186.290039,9186.290039,104100
2019-07-09,9178.910156,9221.719727,9119.650391,9198.790039,9198.790039,71800
2019-07-10,9231.860352,9239.280273,9130.530273,9166.150391,9166.150391,74900
2019-07-11,9216.950195,9282.950195,9121.459961,9152.769531,9152.769531,74700
2019-07-12,9161.269531,9236.419922,9122.410156,9213.379883,9213.379883,75200
2019-07-15,9181.030273,9358.080078,9066.709961,9309.419922,9309.419922,106400
2019-07-16,9294.559570,9324.910156,9255.429688,9283.410156,9283.410156,91200
2019-07-17,9274.690430,9354.809570,9242.250000,9302.000000,9302.000000,110100
2019-07-18,9258.120117,9258.120117,9153.009766,9154.650391,9154.650391,96600
2019-07-19,9198.820313,9298.209961,9198.820313,9228.549805,9228.549805,87800
2019-07-22,9247.280273,9254.650391,9073.490234,9122.639648,9122.639648,92900
2019-07-23,9125.459961,9175.830078,9104.759766,9175.830078,9175.830078,70800
2019-07-24,9203.230469,9312.669922,9203.230469,9266.299805,9266.299805,93600
2019-07-25,9265.309570,9344.820313,9247.969727,9344.820313,9344.820313,99000
2019-07-26,9310.650391,9363.269531,9294.610352,9349.000000,9349.000000,81700
2019-07-29,9350.209961,9376.419922,9310.629883,9354.280273,9354.280273,85500
2019-07-30,9362.230469,9469.080078,9362.230469,9399.099609,9399.099609,100300
2019-07-31,9374.440430,9374.440430,9318.589844,9326.610352,9326.610352,82200
2019-08-01,9278.830078,9327.940430,9223.309570,9268.049805,9268.049805,83100
2019-08-02,9049.349609,9150.730469,9020.259766,9136.459961,9136.459961,103200
2019-08-05,9093.070313,9168.099609,8984.730469,8984.730469,8984.730469,94000
2019-08-06,8805.150391,8898.379883,8669.900391,8859.469727,8859.469727,123300
2019-08-07,8919.889648,8933.990234,8814.740234,8814.740234,8814.740234,81400
2019-08-08,8870.179688,8936.480469,8859.480469,8919.280273,8919.280273,78400
2019-08-09,8963.469727,8970.519531,8780.719727,8795.179688,8795.179688,86100
2019-08-12,8816.889648,8978.519531,8798.500000,8978.519531,8978.519531,85000
2019-08-13,8910.150391,8960.019531,8869.459961,8902.629883,8902.629883,75300
2019-08-14,9034.049805,9060.400391,8956.080078,8966.469727,8966.469727,98800
2019-08-15,8779.530273,9011.769531,8758.040039,9009.679688,9009.679688,99000
2019-08-16,9007.150391,9136.209961,8995.570313,9060.919922,9060.919922,105200
2019-08-19,9165.799805,9328.969727,9141.889648,9328.969727,9328.969727,147200
2019-08-20,9340.660156,9389.389648,9301.919922,9328.730469,9328.730469,135500
2019-08-21,9304.519531,9361.740234,9287.309570,9322.750000,9322.750000,112800
2019-08-22,9350.650391,9363.790039,9282.759766,9350.559570,9350.559570,116400
2019-08-23,9357.000000,9397.759766,9311.259766,9362.549805,9362.549805,112100
2019-08-26,9181.709961,9298.099609,9173.009766,9270.389648,9270.389648,117100
2019-08-27,9333.099609,9517.650391,9333.099609,9443.179688,9443.179688,145800
2019-08-28,9449.400391,9453.759766,9375.570313,9414.000000,9414.000000,121000
2019-08-29,9429.000000,9440.669922,9363.150391,9398.469727,9398.469727,112400
2019-08-30,9458.389648,9492.040039,9310.110352,9365.679688,9365.679688,125500
2019-09-02,9393.030273,9586.519531,9389.480469,9569.469727,9569.469727,130900
2019-09-03,9591.419922,9633.690430,9547.759766,9633.690430,9633.690430,134200
2019-09-04,9612.620117,9700.320313,9590.980469,9700.320313,9700.320313,149700
2019-09-05,9752.339844,9900.759766,9751.950195,9783.500000,9783.500000,198800
2019-09-06,9829.969727,9837.230469,9742.269531,9823.419922,9823.419922,144100
2019-09-09,9907.129883,10001.929688,9853.690430,10001.929688,10001.929688,178100
2019-09-10,10005.809570,10005.809570,9903.419922,9964.929688,9964.929688,165800
2019-09-11,9985.110352,10000.250000,9835.969727,9853.719727,9853.719727,151200
2019-09-12,9886.250000,9941.169922,9837.269531,9919.799805,9919.799805,119700
2019-09-16,9952.330078,9962.150391,9877.110352,9918.089844,9918.089844,129600
2019-09-17,9890.580078,9890.580078,9684.150391,9722.799805,9722.799805,134600
2019-09-18,9747.980469,9785.620117,9701.639648,9753.309570,9753.309570,104800
2019-09-19,9786.400391,9852.200195,9733.969727,9852.200195,9852.200195,112600
2019-09-20,9873.940430,9903.690430,9832.389648,9881.250000,9881.250000,122100
2019-09-23,9853.469727,9853.469727,9703.660156,9781.139648,9781.139648,120500
2019-09-24,9783.389648,9896.179688,9761.030273,9811.379883,9811.379883,125900
2019-09-25,9768.379883,9768.379883,9656.049805,9671.059570,9671.059570,122300
2019-09-26,9698.280273,9707.919922,9464.839844,9464.839844,9464.839844,120600
2019-09-27,9470.540039,9574.500000,9467.150391,9548.959961,9548.959961,92800
2019-09-30,9544.019531,9581.639648,9446.040039,9446.240234,9446.240234,81800
2019-10-08,9474.570313,9556.959961,9468.740234,9474.750000,9474.750000,86200
2019-10-09,9443.450195,9507.040039,9380.570313,9506.559570,9506.559570,82100
2019-10-10,9504.030273,9643.519531,9480.169922,9638.099609,9638.099609,97800
2019-10-11,9656.980469,9704.679688,9583.519531,9666.580078,9666.580078,100700
2019-10-14,9753.580078,9840.589844,9725.679688,9786.639648,9786.639648,124500
2019-10-15,9759.950195,9759.950195,9658.509766,9671.730469,9671.730469,107200
2019-10-16,9678.309570,9722.120117,9635.450195,9642.059570,9642.059570,93400
2019-10-17,9657.089844,9670.700195,9617.009766,9645.389648,9645.389648,81000
2019-10-18,9665.809570,9706.379883,9516.750000,9533.509766,9533.509766,96900
2019-10-21,9533.089844,9560.980469,9476.450195,9553.570313,9553.570313,82600
2019-10-22,9582.110352,9642.929688,9558.360352,9642.089844,9642.089844,81800
2019-10-23,9641.889648,9652.070313,9547.500000,9567.750000,9567.750000,82200
2019-10-24,9570.330078,9598.330078,9495.009766,9555.759766,9555.759766,79800
2019-10-25,9562.299805,9665.599609,9509.339844,9660.440430,9660.440430,90400
2019-10-28,9721.639648,9802.150391,9704.530273,9801.870117,9801.870117,129600
2019-10-29,9812.480469,9818.740234,9746.030273,9746.030273,9746.030273,136400
2019-10-30,9707.179688,9726.950195,9647.000000,9681.540039,9681.540039,110300
2019-10-31,9709.099609,9720.969727,9626.929688,9635.330078,9635.330078,101000
2019-11-01,9621.889648,9814.669922,9604.309570,9802.330078,9802.330078,97200
2019-11-04,9828.599609,9908.200195,9828.599609,9868.129883,9868.129883,107600
2019-11-05,9885.019531,9982.339844,9847.200195,9938.610352,9938.610352,111600
2019-11-06,9947.309570,9947.309570,9829.750000,9860.969727,9860.969727,104600
2019-11-07,9849.959961,9939.530273,9835.889648,9917.490234,9917.490234,97000
2019-11-08,9985.200195,10008.509766,9891.000000,9895.339844,9895.339844,107700
2019-11-11,9821.410156,9821.410156,9664.059570,9680.570313,9680.570313,99900
2019-11-12,9675.559570,9699.419922,9570.440430,9670.139648,9670.139648,89000
2019-11-13,9678.650391,9702.509766,9622.309570,9687.849609,9687.849609,76500
2019-11-14,9689.929688,9768.669922,9677.759766,9746.559570,9746.559570,95400
2019-11-15,9741.929688,9777.690430,9647.990234,9647.990234,9647.990234,95400
2019-11-18,9635.809570,9725.780273,9624.950195,9715.269531,9715.269531,86100
2019-11-19,9721.009766,9889.750000,9711.290039,9889.750000,9889.750000,99200
2019-11-20,9885.900391,9908.629883,9796.950195,9809.049805,9809.049805,100800
2019-11-21,9772.030273,9818.490234,9733.440430,9774.440430,9774.440430,81400
2019-11-22,9794.320313,9875.709961,9573.469727,9626.900391,9626.900391,110800
2019-11-25,9626.410156,9643.230469,9515.330078,9626.360352,9626.360352,107200
2019-11-26,9662.410156,9698.599609,9609.730469,9677.230469,9677.230469,112200
2019-11-27,9643.110352,9694.219727,9589.209961,9648.389648,9648.389648,96800
2019-11-28,9650.269531,9679.959961,9594.370117,9622.139648,9622.139648,79400
2019-11-29,9614.709961,9633.139648,9490.849609,9582.160156,9582.160156,84800
2019-12-02,9603.019531,9647.950195,9582.320313,9605.190430,9605.190430,86100
2019-12-03,9585.750000,9657.650391,9531.259766,9657.650391,9657.650391,85700
2019-12-04,9624.190430,9703.400391,9614.040039,9687.950195,9687.950195,94100
2019-12-05,9719.299805,9817.209961,9703.910156,9799.070313,9799.070313,107700
2019-12-06,9804.040039,9878.620117,9791.559570,9878.620117,9878.620117,100600
2019-12-09,9908.969727,9917.610352,9853.200195,9876.269531,9876.269531,118600
2019-12-10,9850.040039,9915.870117,9826.830078,9915.870117,9915.870117,115200
2019-12-11,9905.910156,9921.650391,9829.110352,9852.709961,9852.709961,119000
2019-12-12,9862.429688,9887.559570,9824.410156,9836.230469,9836.230469,107300
2019-12-13,9923.790039,10014.209961,9907.759766,10004.620117,10004.620117,144500
2019-12-16,10040.259766,10158.240234,10015.450195,10158.240234,10158.240234,172800
2019-12-17,10157.429688,10350.650391,10148.690430,10306.030273,10306.030273,209600
2019-12-18,10299.049805,10365.160156,10266.639648,10294.660156,10294.660156,172900
2019-12-19,10298.509766,10316.769531,10254.950195,10296.290039,10296.290039,143600
2019-12-20,10305.099609,10343.070313,10229.099609,10229.490234,10229.490234,147300
2019-12-23,10202.230469,10248.799805,10050.410156,10056.209961,10056.209961,137000
2019-12-24,10080.370117,10190.040039,10065.549805,10189.290039,10189.290039,112600
2019-12-25,10176.719727,10255.200195,10170.209961,10229.580078,10229.580078,122500
2019-12-26,10239.759766,10303.719727,10221.339844,10303.719727,10303.719727,125900
2019-12-27,10326.519531,10377.940430,10226.620117,10233.769531,10233.769531,164800
2019-12-30,10203.820313,10365.959961,10133.879883,10365.959961,10365.959961,152000
2019-12-31,10360.780273,10433.290039,10352.889648,10430.769531,10430.769531,128700
2020-01-02,10509.120117,10663.549805,10479.769531,10638.820313,10638.820313,183700
2020-01-03,10666.660156,10689.589844,10594.360352,10656.410156,10656.410156,159000
2020-01-06,10599.410156,10799.580078,10577.780273,10698.269531,10698.269531,187700
2020-01-07,10725.179688,10829.049805,10723.860352,10829.049805,10829.049805,171800
2020-01-08,10776.709961,10851.280273,10681.019531,10706.870117,10706.870117,202900
2020-01-09,10807.040039,10899.480469,10807.040039,10898.169922,10898.169922,170000
2020-01-10,10927.980469,10933.809570,10833.519531,10879.839844,10879.839844,145700
2020-01-13,10894.000000,11040.200195,10851.719727,11040.200195,11040.200195,151200
2020-01-14,11074.889648,11086.809570,10983.419922,10988.769531,10988.769531,164700
2020-01-15,10978.280273,11001.809570,10882.790039,10972.320313,10972.320313,139100
2020-01-16,10986.650391,11008.209961,10934.719727,10967.440430,10967.440430,140500
2020-01-17,11001.679688,11045.250000,10927.839844,10954.389648,10954.389648,132800
2020-01-20,10981.500000,11115.879883,10936.799805,11115.879883,11115.879883,151900
2020-01-21,11077.660156,11078.040039,10948.580078,10953.410156,10953.410156,100
2020-01-22,10896.549805,11105.690430,10761.679688,11072.059570,11072.059570,159200
2020-01-23,10947.860352,11026.000000,10572.269531,10681.900391,10681.900391,1860300
2020-02-03,9779.669922,9779.669922,9779.669922,9779.669922,9779.669922,0
2020-02-04,9578.870117,10095.690430,9578.870117,10089.669922,10089.669922,2393200
2020-02-05,10305.500000,10305.500000,10305.500000,10305.500000,10305.500000,0
2020-02-06,10306.120117,10633.169922,10214.809570,10601.339844,10601.339844,2280800
2020-02-07,10569.650391,10629.150391,10441.900391,10611.549805,10611.549805,2161300
2020-02-10,10728.459961,10728.459961,10728.459961,10728.459961,10728.459961,0
2020-02-11,10749.969727,10839.190430,10678.110352,10768.629883,10768.629883,1810500
2020-02-12,10940.799805,10940.799805,10940.799805,10940.799805,10940.799805,0
2020-02-13,10864.320313,10864.320313,10864.320313,10864.320313,10864.320313,0
2020-02-14,10854.459961,11017.650391,10822.129883,10916.309570,10916.309570,1870400
2020-02-17,10974.929688,11241.500000,10974.929688,11241.500000,11241.500000,2168300
2020-02-18,11306.490234,11306.490234,11306.490234,11306.490234,11306.490234,0
2020-02-19,11300.160156,11387.990234,11229.549805,11235.599609,11235.599609,2339600
2020-02-20,11509.089844,11509.089844,11509.089844,11509.089844,11509.089844,0
2020-02-21,11506.669922,11727.889648,11493.629883,11629.700195,11629.700195,2674700
2020-02-24,11620.629883,11809.750000,11548.410156,11772.379883,11772.379883,2774300
2020-02-25,11856.080078,11856.080078,11856.080078,11856.080078,11856.080078,0
2020-02-26,11497.549805,11497.549805,11497.549805,11497.549805,11497.549805,0
2020-02-27,11555.820313,11684.500000,11401.320313,11534.019531,11534.019531,2464500
2020-02-28,11150.660156,11338.349609,10962.240234,10980.769531,10980.769531,2800200
2020-03-02,11381.759766,11381.759766,11381.759766,11381.759766,11381.759766,0
2020-03-03,11597.660156,11734.179688,11378.759766,11484.209961,11484.209961,2659900
2020-03-04,11493.019531,11493.019531,11493.019531,11493.019531,11493.019531,0
2020-03-05,11644.410156,11739.839844,11521.290039,11711.370117,11711.370117,2529900
2020-03-06,11555.459961,11690.200195,11541.780273,11582.820313,11582.820313,2136600
2020-03-09,11363.790039,11407.469727,11100.910156,11108.549805,11108.549805,2489100
2020-03-10,11016.919922,11406.299805,10916.950195,11403.469727,11403.469727,2412300
2020-03-11,11436.440430,11444.780273,11197.089844,11200.049805,11200.049805,2046700
2020-03-12,11022.400391,11070.410156,10842.379883,10941.009766,10941.009766,1869800
2020-03-13,10382.219727,10956.509766,10380.169922,10831.129883,10831.129883,2245600
