Date,Open,High,Low,Close,Adj Close,Volume
2019-04-30,1598.550049,1600.290039,1580.900024,1591.209961,1591.209961,3919330000
2019-05-01,1593.479980,1595.849976,1576.130005,1576.380005,1576.380005,3645850000
2019-05-02,1576.000000,1587.920044,1566.459961,1582.650024,1582.650024,3778890000
2019-05-03,1584.010010,1614.020020,1584.010010,1614.020020,1614.020020,3338120000
2019-05-06,1611.680054,1618.369995,1588.839966,1614.979980,1614.979980,3181520000
2019-05-07,1611.469971,1611.469971,1571.489990,1582.310059,1582.310059,3767100000
2019-05-08,1581.589966,1587.349976,1574.849976,1574.969971,1574.969971,3485790000
2019-05-09,1573.339966,1573.339966,1546.849976,1570.060059,1570.060059,3638820000
2019-05-10,1570.000000,1575.079956,1546.140015,1572.989990,1572.989990,3529600000
2019-05-13,1571.510010,1571.510010,1520.280029,1523.000000,1523.000000,3894030000
2019-05-14,1523.810059,1547.839966,1523.810059,1543.060059,1543.060059,3322720000
2019-05-15,1541.550049,1550.020020,1529.439941,1548.270020,1548.270020,3125950000
2019-05-16,1548.270020,1567.170044,1548.270020,1557.239990,1557.239990,3338060000
2019-05-17,1555.020020,1557.550049,1534.689941,1535.760010,1535.760010,3257950000
2019-05-20,1530.250000,1533.359985,1521.630005,1524.959961,1524.959961,3288870000
2019-05-21,1529.819946,1545.979980,1529.819946,1545.250000,1545.250000,3218700000
2019-05-22,1542.579956,1542.579956,1528.359985,1531.630005,1531.630005,3192510000
2019-05-23,1525.069946,1525.069946,1493.479980,1501.380005,1501.380005,3891980000
2019-05-24,1505.880005,1516.660034,1505.760010,1514.109985,1514.109985,2887390000
2019-05-28,1514.989990,1520.219971,1503.810059,1504.020020,1504.020020,4121410000
2019-05-29,1503.530029,1503.530029,1481.420044,1489.949951,1489.949951,3700050000
2019-05-30,1491.849976,1500.630005,1478.000000,1485.530029,1485.530029,3273790000
2019-05-31,1478.530029,1478.530029,1461.469971,1465.489990,1465.489990,3981020000
2019-06-03,1465.880005,1476.849976,1460.489990,1469.979980,1469.979980,3943810000
2019-06-04,1475.319946,1508.650024,1475.319946,1508.560059,1508.560059,3810430000
2019-06-05,1510.099976,1514.250000,1494.079956,1506.790039,1506.790039,3548830000
2019-06-06,1506.349976,1508.540039,1490.770020,1499.290039,1499.290039,3396410000
2019-06-07,1504.680054,1518.920044,1504.680054,1514.390015,1514.390015,3220250000
2019-06-10,1516.619995,1535.640015,1516.619995,1523.560059,1523.560059,3209210000
